declaration_id,governor,administration,governor_key,collection_id,record_id,document_type,eo_number,year,date_signed,event_description,subject,is_emergency_action,action_type,weather_related,weather_hazards,external_assistance_only,format,archive_record_url,document_url,source
VA-MCDONNELL-EO-67-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920505756,Executive Order,EO-67,2013,2013-07-22,Executive Order 67 (2013) Additional Authorization Due to a Severe Weather Event Throughout the Commonwealth,Additional Authorization Due to a Severe Weather Event Throughout the Commonwealth,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565467,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-ED-1-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920405756,Executive Directive,ED-1,2010,,"Executive Directive 1 (2010) Standard of conduct for Cabinet Members, Executive Branch Agency Heads, Managers, Supervisors and Employees Concerning Employment Discrimination","Standard of conduct for Cabinet Members, Executive Branch Agency Heads, Managers, Supervisors and Employees Concerning Employment Discrimination",False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565329,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-1-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827920305756,Executive Order,EO-1,2010,2010-01-16,Executive Order 1 (2010) Establishing the Chief Job Creation Officer and the Governor's Economic Development and Job Creation Commission.,Establishing the Chief Job Creation Officer and the Governor's Economic Development and Job Creation Commission,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827920305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565119,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-32-2011,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827919205756,Executive Order,EO-32,2011,2011-04-12,"Executive Order 32 (2011) The Governor's Commission on Government Reform and Restructuring, Phase II","The Governor's Commission on Government Reform and Restructuring, Phase II",False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827919205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565341,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-13-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827919005756,Executive Order,EO-13,2010,2010-06-29,Executive Order 13 (2010) Continuing Certain Declarations of State of Emergency,Continuing Certain Declarations of State of Emergency,True,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827919005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565122,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-47-2012,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918905756,Executive Order,EO-47,2012,2012-06-29,Executive Order 47 (2012) The Governor's Advisory Board on Volunteering and National and Community Service,The Governor's Advisory Board on Volunteering and National and Community Service,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564456,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-26-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918805756,Executive Order,EO-26,2010,2010-10-01,Executive Order 26 (2010) Employee Workplace Giving,Employee Workplace Giving,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565344,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-7-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918705756,Executive Order,EO-7,2010,2010-02-10,Executive Order 7 (2010) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Winter Storm Events throughout the Comonwealth.,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Severe Winter Storm Events throughout the Comonwealth,True,declaration,True,storm,False,8 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565125,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-63-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918605756,Executive Order,EO-63,2013,2013-09-17,Executive Order 63 (2013) Establishing the Governor's Teacher Cabinet,Establishing the Governor's Teacher Cabinet,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565527,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-60-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918505756,Executive Order,EO-60,2013,2013-03-01,Executive Order 60 (2013) Commission on Military Installations and Defense Activities,Commission on Military Installations and Defense Activities,False,other,False,,False,4 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565347,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-3-2010,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918405756,Executive Order,EO-3,2010,2010-01-29,Executive Order 3 (2010) Authority and Responsibility of the Chief of Staff.,Authority and Responsibility of the Chief of Staff,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565188,Library of Virginia Executive Orders Digital Collection
VA-MCDONNELL-EO-61-2013,Robert F. McDonnell,2010-2014,mcdonnell,81116276820005756,alma9917827918305756,Executive Order,EO-61,2013,2013-03-07,Executive Order 61 (2013) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Winter Storm Event,True,declaration,True,storm,False,6 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917827918305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565350,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-58-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211305756,Executive Order,EO-58,2016,2016-09-02,Executive Order 58 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to Hurricane Hermine,Declaration of a State of Emergency for the Commonwealth of Virginia Due to Hurricane Hermine,True,declaration,True,hurricane,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565497,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-51-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211205756,Executive Order,EO-51,2016,2016-01-21,Executive Order 51 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564681,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-10-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211105756,Executive Order,EO-10,2014,2014-03-25,Executive Order 10 (2014) In Furtherance of the Virginia Indian Commemorative Commission,In Furtherance of the Virginia Indian Commemorative Commission,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565086,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-2-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829211005756,Executive Directive,ED-2,2014,2014-09-05,Executive Directive 2 (2014) Assessing and Evaluating Major Information Technology and Service Contracts,Assessing and Evaluating Major Information Technology and Service Contracts,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829211005756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564684,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-36-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210905756,Executive Order,EO-36,2014,2014-12-10,Executive Order 36 (2014) Continuing Qualified Energy Conservation Bonds,Continuing Qualified Energy Conservation Bonds,False,modification_or_extension,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210905756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565089,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-1-2014,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210805756,Executive Directive,ED-1,2014,2014-09-05,"Executive Directive 1 (2014) Directing the Board of Health to Conduct a Periodic Review of Regulations Governing Licensure of Abortion Facilities, 12VAC5-412","Directing the Board of Health to Conduct a Periodic Review of Regulations Governing Licensure of Abortion Facilities, 12VAC5-412",False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210805756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564753,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-37-2015,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210705756,Executive Order,EO-37,2015,2015-02-03,Executive Order 37 (2015) Directing the Commissioner of the Department of Motor Vehicles to Extend the Validity of Expiring Licenses and Regristrations,Directing the Commissioner of the Department of Motor Vehicles to Extend the Validity of Expiring Licenses and Regristrations,False,modification_or_extension,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210705756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565152,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-11-2017,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210605756,Executive Directive,ED-11,2017,2017-05-16,Executive Directive 11 (2017) Reducing Carbon Dioxide Emissions from Electric Power Facilities and Growing Virginia's Clean Energy Economy,Reducing Carbon Dioxide Emissions from Electric Power Facilities and Growing Virginia's Clean Energy Economy,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210605756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564438,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-EO-51-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210505756,Executive Order,EO-51,2016,2016-02-29,Executive Order 51 (2016) Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,Declaration of a State of Emergency for the Commonwealth of Virginia Due to a Severe Winter Storm Event,True,declaration,True,storm,False,7 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210505756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564756,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-12-2017,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210405756,Executive Directive,ED-12,2017,2017-07-28,Executive Directive 12 (2017) Establishing the Governor's Millennial Civic Engagement Task Force,Establishing the Governor's Millennial Civic Engagement Task Force,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210405756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564492,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-8-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210305756,Executive Directive,ED-8,2016,2016-05-26,Executive Directive 8 (2016) Strengthening State Safety Oversight of the Washington Metrorail System,Strengthening State Safety Oversight of the Washington Metrorail System,False,other,False,,False,3 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210305756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565500,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-7-2016,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210205756,Executive Directive,ED-7,2016,2016-05-23,Executive Directive 7 (2016) Leveraging the Use of Shared Data and Analytics,Leveraging the Use of Shared Data and Analytics,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210205756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2565578,Library of Virginia Executive Orders Digital Collection
VA-MCAULIFFE-ED-6-2015,Terry McAuliffe,2014-2018,mcauliffe,81116276810005756,alma9917829210105756,Executive Directive,ED-6,2015,2015-08-26,Executive Directive 6 (2015) Expanding Cyber-Related  Risk Management Activities,Expanding Cyber-Related  Risk Management Activities,False,other,False,,False,2 PDF pages,https://lva.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma9917829210105756&context=L&vid=01LVA_INST%3A01LVA&lang=en,http://rosetta.virginiamemory.com:1801/delivery/DeliveryManagerServlet?fulltext=true&dps_pid=IE2564501,Library of Virginia Executive Orders Digital Collection
